"pmGroupId";"category";"consistentData";"generation";"switchingTechnology";"validity";"moClass";"model";"subtree";"description";"pmGroupVersion";"measurementTypeId";"measurementName";"size";"collectionMethod";"description";"condition";"aggregation";"measurementStatus";"measurementResult";"multiplicity";"initialValue";"resetAtGranPeriod";"derSampleRate";"fmAlarmType";"thresholdDirection";"isCompressed"
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschThreeToneDistr";"pmNpuschThreeToneDistr";4;"CC";"Distribution of scheduled 3-tone NPUSCH from NB IoT devices.\nPDF ranges:\n\n[0]: Coverage enhancement level = 0\n[1]: Coverage enhancement level = 1\n[2]: Coverage enhancement level = 2\nScanner: Not included in any predefined scanner";"Appropriate bin is stepped when a three-tone NPUSCH(except Msg3) is scheduled (i.e. when the \"Subcarrier indication field\" of DCI N0 is 12~15) in the NB-IoT cell from a NB-IoT device.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelAbnormalMmeCe";"pmUeCtxtRelAbnormalMmeCe";4;"CC";"The total number of UE Context Releases by the MME with a cause regarded as abnormal.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Stepped at reception of S1 message UE Context Release Command, if the cause was regarded as abnormal, and the release is MME initiated.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabAttReattCe";"pmRrcConnEstabAttReattCe";4;"CC";"Number of re-attempted RRC connection requests.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Primary";"Stepped when message RRC connection request is received while RRC connection setup is ongoing for that S-TMSI.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmMacHarqDlMaxTxQpskCe";"pmMacHarqDlMaxTxQpskCe";4;"CC";"Number of complete HARQ failures in DL using QPSK modulation. When a HARQ transmission has reached maximum number of transmissions, it will not be retransmitted again and is regarded as a scheduling activity complete HARQ failure.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Incremented when a DL HARQ transmission using QPSK modulation has reached maximum number of transmissions and no more retransmissions are scheduled.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschRuSingleToneDistr";"pmNpuschRuSingleToneDistr";4;"CC";"Distribution of RU for single-tone NPUSCH transmissions, excluding MSG3.\n\nPDF ranges:\n[0]: 1\n[1]: 2\n[2]: 3\n[3]: 4\n[4]: 5\n[5]: 6\n[6]: 8\n[7]: 10\nScanner: Not included in any predefined scanner";"Stepped when single-tone NPUSCH scheduled.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmMacHarqDlDtxQpskCe";"pmMacHarqDlDtxQpskCe";4;"CC";"Number of occasions when a downlink HARQ feedback for a transport block using QPSK modulation was not received from an UE and DTX is considered the reason.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"To decide if it was DTX is based on not receiving any HARQ feedback on a transport block sent using QPSK modulation.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelAbnormalEnbCdtCe";"pmUeCtxtRelAbnormalEnbCdtCe";4;"CC";"Total number of abnormal UE Context Releases initiated by the eNodeB due to:\n- cell down time (initiated automatically or by manual intervention) or\n- automated UE recovery.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Stepped for each UE that is released due to cell down time (initiated automatically or by manual intervention) or due to automated UE recovery.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbUtilUlCe0Distr";"pmPrbUtilUlCe0Distr";4;"CC";"UL NPUSCH PRB number allocated to connected UEs in CE0 in a NB-IoT carrier.\n\nPDF ranges:\n[0]: Anchor carrier\n[1]: Non-anchor carrier with loweset PRB index\n[2]: Non-anchor carrier with second lowest PRB index.\n...\n[7]: Non-anchor carrier with seventh lowest PRB index.\nScanner: Not included in any predefined scanner";"Stepped when CE0 UE is scheduled for allocated NPUSCH, and the allocated single tone, 3 tone and 6 tone resource will be switch to corresponding PRB number.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnSetupTimeCe2Distr";"pmRrcConnSetupTimeCe2Distr";4;"CC";"Distribution of the RRC connection set-up procedure time from reception of RRC Connection Request until reception of RRC Connection Setup Complete in milliseconds for CE level 2.\n\nPDF ranges:\n[0]: RRC Connection Setup Procedure time = (0, 80] ms\n[1]: RRC Connection Setup Procedure time = (80, 160] ms\n[2]: RRC Connection Setup Procedure time = (160, 320] ms\n[3]: RRC Connection Setup Procedure time = (320, 640] ms\n[4]: RRC Connection Setup Procedure time = (640, 1280] ms\n[5]: RRC Connection Setup Procedure time = (1280, 2560] ms\n[6]: RRC Connection Setup Procedure time = (2560, 5120] ms\n[7]: RRC Connection Setup Procedure time = (5120, 10240] ms\n[8]: RRC Connection Setup Procedure time = (10240, 20480] ms\n[9]: RRC Connection Setup Procedure time = (20480, 40960] ms\n[10]: RRC Connection Setup Procedure time = (40960, 81920] ms\n[11]: RRC Connection Setup Procedure time greater than 81920 ms\nScanner: Not included in any predefined scanner";"Appropriate bin is incremented when an RRC connection is successfully setup in CE level 2.";"SUM";"USED";;12;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRaMsg3ThreeToneDistr";"pmRaMsg3ThreeToneDistr";4;"CC";"Distribution of scheduled random-access 3-tone Msg3 from NB IoT devices.\nPDF ranges:\n[0]: Coverage enhancement level = 0\n[1]: Coverage enhancement level = 1\n[2]: Coverage enhancement level = 2\nScanner: Not included in any predefined scanner";"Appropriate bin is stepped when a three-tone NPUSCH is scheduled (i.e. when the \"Subcarrier indication field\" of RAR is 12~15) in the NB-IoT cell from a NB-IoT device.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmS1SigConnEstabFailMmeOvlMosCe";"pmS1SigConnEstabFailMmeOvlMosCe";4;"CC";"Number of failed S1 signaling connection establishments started by MO signaling due to MME overload.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Primary";"Stepped at receiving RRC Connection Setup Complete for an RRC Connection Request with establishment cause Mobile Originating Signaling when the serving MME, identified by the value GUMMEI, is in overload state.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnRopEndCe";"pmRrcConnRopEndCe";4;"CC";"Number of RRC_CONNECTED UEs at ROP end in NB-IoT Cell, per NPRACH Coverage Enhancement (CE) level.\nROP snapshot: True\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Based on an internal level counter maintained by eNB. Maintains current number of UEs in RRC_CONNECTED mode. Updated with current value at ROP end.";"SUM";"USED";;3;;false;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnCe1Sum";"pmRrcConnCe1Sum";4;"CC";"Sum of all sample values recorded for number of NB-IoT UEs in RRC_CONNECTED mode using coverage enhancement level 1.\nScanner: Not included in any predefined scanner";"Maintains the current number of NB-IoT UEs in RRC_CONNECTED mode using coverage enhancement level 1. Values are read periodically and accumulated.";"SUM";"USED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabFailCellIntensSwCCe";"pmRrcConnEstabFailCellIntensSwCCe";4;"CC";"Number of failed RRC Connection Establishments in the cell due to high SW component load on cell from NB-IoT UEs.\n\nPDF ranges:\n[0]: CE level 0\n[1]: CE level 1\n[2]: CE level 2\nScanner: Not included in any predefined scanner";"Stepped at transmission of RRC Connection Reject due to high SW component load on cell from NB-IoT UEs.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnMax";"pmRrcConnMax";4;"CC";"Peak number of UEs in RRC_CONNECTED mode.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\n\nDeprecated: Since 17.Q3. Replaced by pmRrcConnCe0Max, pmRrcConnCe1Max, pmRrcConnCe2Max. Planned to be removed.\nScanner: Not included in any predefined scanner";"This counter is based on an internal level counter maintained by eNB. The internal level counter maintains the current number of UEs in RRC_CONNECTED mode. pmRrcConnMax is updated at end of ROP with the max value during the ROP period.";"SUM";"DEPRECATED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZTemporary211";"pmZTemporary211";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnCe0Max";"pmRrcConnCe0Max";4;"GAUGE";"Peak number of NB-IoT UEs in RRC_CONNECTED mode using coverage enhancement level 0.\nScanner: Not included in any predefined scanner";"Set to max value recognized during the ROP period.";"LAST_UPDATE";"USED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabFailMmeOvlMosCe";"pmRrcConnEstabFailMmeOvlMosCe";4;"CC";"Number of failed RRC connection establishments started from MO signaling due to MME overload.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Primary";"Stepped at sending response RRC Connection Reject to an RRC Connection Request with Establishment cause Mobile Originating Signaling when the serving MME, identified by value s-TMSI, is in overload state.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabFailDuSwCCe";"pmRrcConnEstabFailDuSwCCe";4;"CC";"Number of failed RRC Connection Establishments due to high DU or Baseband SW component load from NB-IoT UEs.\n\nPDF ranges:\n[0]: CE level 0\n[1]: CE level 1\n[2]: CE level 2\nScanner: Not included in any predefined scanner";"Stepped at transmission of RRC message RRC Connection Reject when triggered by high DU or Baseband SW component load from NB-IoT UEs.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmS1SigConnEstabSuccCe";"pmS1SigConnEstabSuccCe";4;"CC";"Number of established S1 signaling connections.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Primary";"Stepped at first message received on this UE-associated logical S1-connection.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschSixToneRepDistr";"pmNpuschSixToneRepDistr";4;"CC";"Distribution of repetition number for 6-tone non-Msg3 NPUSCH transmissions.\n\nPDF ranges:\n[0] : r1\n[1] : r2\n[2] : r4\n[3] : r8\n[4] : r16\n[5] : r32\n[6] : r64\n[7] : r128\nScanner: Not included in any predefined scanner";"Appropriate bin is stepped when a six-tone NPUSCH is scheduled (i.e. when the \"Subcarrier indication field\" of DCI N0 is 16~17) in the NB-IoT cell from a NB-IoT device.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelAbnormalMme";"pmUeCtxtRelAbnormalMme";4;"CC";"The total number of UE Context Releases by the MME with a cause regarded as abnormal.\n\nDeprecated: Since 17.Q2. Has no functional behavior. Planned to be removed.\nScanner: Not included in any predefined scanner";"Stepped at reception of S1 message UE Context Release Command, if the cause was regarded as abnormal, and the release is MME initiated.";"SUM";"DEPRECATED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabSuccMtaCe";"pmRrcConnEstabSuccMtaCe";4;"CC";"Number of successful RRC connection establishments for establishment cause Mobile Terminating Access from NB-IoT UEs, per NPRACH Coverage Enhancement (CE) level.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Stepped at reception of RRC Connection Setup Complete message for an RRC connection initiated with the establishment cause Mobile Terminating Access.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschRuTwelveToneDistr";"pmNpuschRuTwelveToneDistr";4;"CC";"Distribution of RU for 12-tone NPUSCH transmissions, excluding MSG3.\n\nPDF ranges:\n[0]: 1\n[1]: 2\n[2]: 3\n[3]: 4\n[4]: 5\n[5]: 6\n[6]: 8\n[7]: 10\nScanner: Not included in any predefined scanner";"Stepped when 12-tone NPUSCH scheduled.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschSingleToneRepDistr";"pmNpuschSingleToneRepDistr";4;"CC";"Distribution of repetition number for single-tone non-Msg3 NPUSCH transmissions.\n\nPDF ranges:\n[0] : r1\n[1] : r2\n[2] : r4\n[3] : r8\n[4] : r16\n[5] : r32\n[6] : r64\n[7] : r128\nScanner: Not included in any predefined scanner";"Appropriate bin is stepped when a single-tone NPUSCH is scheduled (i.e. when the \"Subcarrier indication field\" of DCI N0 is 0~11) in the NB-IoT cell from a NB-IoT device.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabFailMmeOvlMod";"pmRrcConnEstabFailMmeOvlMod";4;"CC";"The total number of failed RRC Connection Establishments with Establishment cause Mobile Originating Data due to MME overload.\n\nDeprecated: Since 17.Q2. Planned to be removed.\nScanner: Primary";"Stepped at sending response RRC Connection Reject to an RRC connection request with Establishment cause Mobile Originating Data when the serving MME, identified by value s-TMSI, is in overload state.";"SUM";"DEPRECATED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschRuThreeToneDistr";"pmNpuschRuThreeToneDistr";4;"CC";"Distribution of RU for 3-tone NPUSCH transmissions, excluding MSG3.\n\nPDF ranges:\n[0]: 1\n[1]: 2\n[2]: 3\n[3]: 4\n[4]: 5\n[5]: 6\n[6]: 8\n[7]: 10\nScanner: Not included in any predefined scanner";"Stepped when 3-tone NPUSCH scheduled.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZTemporary219";"pmZTemporary219";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;20;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmMacHarqDlNackQpskCe";"pmMacHarqDlNackQpskCe";4;"CC";"Number of unsuccessful HARQ transmissions in DL using QPSK modulation.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"To decide if it was failed is based on the HARQ NACK from the NB-IoT device.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpuschTbsDistr";"pmNpuschTbsDistr";4;"CC";"Distribution of TBS (Transport Block Size) for NPUSCH transmissions, excluding MSG3.\n\nPDF ranges:\n[0]: (0,64] bits\n[1]: (64, 128] bits\n[2]: (128, 256] bits\n[3]: (256, 512] bits\n[4]: (512, 768] bits\n[5]: (768, 1024] bits\n[6]: (1024, 1536] bits\n[7]: (1536, 2048] bits\n[8]: greater than 2048 bits\nScanner: Not included in any predefined scanner";"Stepped when NPUSCH transmitted.";"SUM";"USED";;9;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabSuccMosCe";"pmRrcConnEstabSuccMosCe";4;"CC";"Number of successful RRC connection establishments for establishment cause Mobile Originating Signaling from NB-IoT UEs, per NPRACH Coverage Enhancement (CE) level.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Stepped at reception of RRC Connection Setup Complete message for an RRC connection initiated with Establishment cause Mobile Originating Signaling.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabAttReatt";"pmRrcConnEstabAttReatt";4;"CC";"The total number of RRC Connection Request attempts that are considered as re-attempts.\n\nDeprecated: Since 17.Q2. Planned to be removed.\nScanner: Primary";"Stepped at reception of RRC message RRC Connection Request with Establishment cause Mobile Terminating Access.";"SUM";"DEPRECATED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPagDiscardedCe";"pmPagDiscardedCe";4;"CC";"Number of S1AP paging messages discarded and not broadcasted in this NB-IoT cell. This counter is a subset of pmPagReceivedCe.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"When the cell fails to broadcast an RRC Paging within a certain time (pagingDiscardTimer), e.g. due to congestion, the Paging is discarded and this counter is incremented by the number of included Paging Records in the discarded Paging message.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabSuccDlCe0Distr";"pmRrcConnEstabSuccDlCe0Distr";4;"CC";"Number of established RRC connections in CE level 0, per NB-IoT carrier.\n\nPDF ranges:\n[0]: Anchor carrier\n[1]: Non-anchor carrier with loweset PRB index\n[2]: Non-anchor carrier with second lowest PRB index.\n...\n[7]: Non-anchor carrier with seventh lowest PRB index.\nScanner: Not included in any predefined scanner";"Stepped at reception of RRC message RRC Connection Setup Complete from NB-IoT UE.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmCellDownUnlockMan";"pmCellDownUnlockMan";4;"CC";"The number of times the cell has been enabled due to:\n- AdministrativeState of the cell MO or another MO the cell depends on has been set to Unlocked by the operator\nor\n- a reconfiguration of an Unlocked cell that required the cell to be temporarily disabled was successfully completed.\nScanner: Not included in any predefined scanner";"- AdministrativeState is set to Unlocked and the cell through that action becomes enabled.\n- OperationalState goes to enabled again after a successful reconfiguration of an Unlocked cell.\n- AvailabilityStatus DependencyLocked is cleared due to the unlocking of an MO that the cell is dependent on.";"SUM";"USED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnCe0Sum";"pmRrcConnCe0Sum";4;"CC";"Sum of all sample values recorded for number of NB-IoT UEs in RRC_CONNECTED mode using coverage enhancement level 0.\nScanner: Not included in any predefined scanner";"Maintains the current number of NB-IoT UEs in RRC_CONNECTED mode using coverage enhancement level 0. Values are read periodically and accumulated.";"SUM";"USED";;1;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnEstabSuccUlCe0Distr";"pmRrcConnEstabSuccUlCe0Distr";4;"CC";"Number of established RRC connections in CE level 0, per NB-IoT carrier.\n\nPDF ranges:\n[0]: Anchor carrier\n[1]: Non-anchor carrier with loweset PRB index\n[2]: Non-anchor carrier with second lowest PRB index.\n...\n[7]: Non-anchor carrier with seventh lowest PRB index.\nScanner: Not included in any predefined scanner";"Stepped at reception of RRC message RRC Connection Setup Complete from NB-IoT UE.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbUtilUlCe2Distr";"pmPrbUtilUlCe2Distr";4;"CC";"UL NPUSCH PRB number allocated to connected UEs in CE2 in a NB-IoT carrier.\n\nPDF ranges:\n[0]: Anchor carrier\n[1]: Non-anchor carrier with loweset PRB index\n[2]: Non-anchor carrier with second lowest PRB index.\n...\n[7]: Non-anchor carrier with seventh lowest PRB index.\nScanner: Not included in any predefined scanner";"Stepped when CE2 UE is scheduled for allocated NPUSCH, and the allocated single tone, 3 tone and 6 tone resource will be switch to corresponding PRB number.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeSessionVolDlCe1Distr";"pmUeSessionVolDlCe1Distr";4;"CC";"Distribution of DL data volume transferred for each UE session over S1 i/f for CE level 1.\nA UE session corresponds to time a UE is in RRC CONNECTED state.\nNumber of UE sessions with an DL data volume in each of range below.\n\nPDF ranges:\n[0]: (0, 32] bytes\n[1]: (32, 64] bytes\n[2]: (64, 128] bytes\n[3]: (128, 256] bytes\n[4]: (256, 512] bytes\n[5]: (512, 1024] bytes\n[6]: (1, 2] kbytes\n[7]: (2, 4] kbytes\n[8]: (4, 8] kbytes\n[9]: (8, 16] kbytes\n[10]: (16, 32] kbytes\n[11]: (32, 64] kbytes\n[12]: (64, 128] kbytes\n[13]: (128, 256] kbytes\n[14]: (256, 512] kbytes\n[15]: (512, 1024] kbytes\n[16]: larger than 1024 kbytes\nScanner: Not included in any predefined scanner";"Appropriate bin is stepped when an RRC connection is successfully released in CE level 1.";"SUM";"USED";;17;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelNormalEnbCe";"pmUeCtxtRelNormalEnbCe";4;"CC";"The total number of UE Context Releases initiated by the eNodeB. The counter is stepped regardless of whether data was present in UL/DL buffers.\n\nPDF ranges:\n[0]: CE level = 0\n[1]: CE level = 1\n[2]: CE level = 2\nScanner: Not included in any predefined scanner";"Stepped at reception of S1 message UE Context Release Command when internal cause codes considered normal when the eNodeB initiated the release.";"SUM";"USED";;3;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpdschSfDistr";"pmNpdschSfDistr";4;"CC";"Distribution of SF for NPDSCH transmissions.\n\nPDF ranges:\n[0]: 1\n[1]: 2\n[2]: 3\n[3]: 4\n[4]: 5\n[5]: 6\n[6]: 8\n[7]: 10\nScanner: Not included in any predefined scanner";"Stepped when NPDSCH transmitted.";"SUM";"USED";;8;0;true;;;;false
"NbIotCell";"LRAT";true;"EPS";"PS";true;NbIotCell;Lrat;ENodeBFunction;"Counters for NbIotCell";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmNpdcchResyncFail";"pmNpdcchResyncFail";4;"CC";"Number of failed resynchronization procedures ordered by NPDCCH.\nScanner: Not included in any predefined scanner";"Stepped when NPDCCH resynchronization failed after the maximum number of NPDCCH ordered were transmitted.";"SUM";"USED";;1;0;true;;;;false
